Character,Ваш персонаж женского пола?,У него черные волосы?,Носит ли он головной убор?,Есть ли у него шрамы; татуировки или особые отметины на лице?,Носит ли он очки или повязку на глазу?,Он выглядит как ребенок?,У него явно нечеловеческая внешность?,Использует ли он меч как основное оружие?,Сражается в дальем бою?,Сражается в рукопашку?,Можеи призывать существ(фамильяров),Может исцелять себя и других?,Состоит в официальной организации(служитель закона),Является ли он преступником(пиратом разбойником),Является ли он лидером своеё группы,Персонаж из знатного рода(по праву крови)?,Этот персонаж был в 1 сезоне?,Этот персонаж мертв на текущий момент?,Сражался ли ваш персонаж против главного героя?,Является ли персонаж учителем или наставником?,Является ли он обычным человеком?,Является ли он чьим-то слугой или подчиненным?,Является ли он синигами (проводником душ)?,Является ли он квинси?,Является ли он пустым или арранкаром?,Является ли он модифицированной душой?,Является ли он материализованным духом занпакто?,Является ли он божеством (прародителем высшим существом)?,Достиг ли этот персонаж банкая?,Светлые ли у персонажа волосы (блондин; седой или белый)?,У этого персонажа неестественный цвет волос (розовый; синий; зеленый)?,Надевает ли персонаж маску на лицо (или имеет ее фрагмент) во время боя?,Связаны ли боевые способности персонажа с конкретной стихией (огонь; лед; вода)?,Использует ли персонаж в бою яд; иллюзии или контроль разума?,Является ли этот персонаж ученым или изобретателем?,Есть ли у этого персонажа брат или сестра; также участвующие в сюжете?,Предавал ли этот персонаж свою изначальную организацию (является ли перебежчиком)?,Выделяется ли персонаж огромным ростом и габаритами (значительно крупнее остальных)?
Ryo Kunieda,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ryo Kunieda,1.0,0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.7,-1.0,-0.7
Ryo Kunieda,1.0,0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,0.0,-0.7,-0.7,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ryo Kunieda,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0
Ryo Kunieda,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ichigo Kurosaki,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Ichigo Kurosaki,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.7,-1.0,1.0,-0.7,0.0,-1.0,1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0
Ichigo Kurosaki,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.7,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0
Ichigo Kurosaki,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-0.7,-0.7,1.0,1.0,-1.0,0.7,0.0,-1.0,-1.0,1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Ichigo Kurosaki,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.7,-1.0,0.7,1.0,-1.0,0.7,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,1.0,-0.7,0.0
Karin Kurosaki,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Karin Kurosaki,0.7,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.0,-1.0
Karin Kurosaki,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,1.0,-0.7,-1.0
Karin Kurosaki,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,1.0,-1.0,0.0,-0.7,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0
Karin Kurosaki,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-0.7
Kazui Kurosaki,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kazui Kurosaki,-1.0,-1.0,-0.7,0.0,-0.7,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0
Kazui Kurosaki,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-0.7,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kazui Kurosaki,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,0.7,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0
Kazui Kurosaki,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,-0.7,-0.7,-1.0,0.0,-0.7,-0.7,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,-1.0
Yuzu Kurosaki,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Yuzu Kurosaki,0.7,-1.0,-0.7,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7
Yuzu Kurosaki,1.0,-1.0,-1.0,-0.7,0.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-0.7
Yuzu Kurosaki,1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-0.7,-1.0,0.0,-1.0,0.7,-1.0,-1.0
Yuzu Kurosaki,1.0,-0.7,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0
Mahana Natsui,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mahana Natsui,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,-0.7,-0.7,-1.0,-1.0,-1.0,0.0,0.0,0.0
Mahana Natsui,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0
Mahana Natsui,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mahana Natsui,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Misato Ochi,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Misato Ochi,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0
Misato Ochi,0.0,0.0,0.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7
Misato Ochi,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Misato Ochi,1.0,-1.0,-0.7,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,0.0,-1.0,1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Michiru Ogawa,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Michiru Ogawa,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
Michiru Ogawa,1.0,0.0,0.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0
Michiru Ogawa,1.0,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-0.7,-1.0,-0.7,0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
Michiru Ogawa,0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.7,-0.7,0.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Reiichi Oshima,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Reiichi Oshima,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0
Reiichi Oshima,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Reiichi Oshima,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
Reiichi Oshima,-1.0,0.0,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Gitano Shigeo,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gitano Shigeo,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,0.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7
Gitano Shigeo,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-0.7,1.0,-0.7,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0
Gitano Shigeo,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-0.7,-0.7,-1.0,0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0
Gitano Shigeo,-1.0,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0
Keiske Sorimachi,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Keiske Sorimachi,0.0,0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7
Keiske Sorimachi,-1.0,0.7,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Keiske Sorimachi,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,-0.7,0.0,0.0,0.0,-1.0,-1.0,-0.7,-1.0,0.7,-0.7,0.0,-1.0,0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
Keiske Sorimachi,-0.7,0.0,-1.0,0.0,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.7,-1.0,-0.7,-1.0,1.0,0.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
Ikumi Unagiya,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ikumi Unagiya,1.0,0.7,0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-0.7,-1.0
Ikumi Unagiya,0.0,0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0
Ikumi Unagiya,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-0.7,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.7,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7
Ikumi Unagiya,0.7,1.0,1.0,-0.7,0.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7
Kaoru Unagiya,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kaoru Unagiya,-1.0,0.7,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,-0.7,-0.7,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7
Kaoru Unagiya,0.0,0.7,-1.0,0.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
Kaoru Unagiya,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kaoru Unagiya,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Yokochini,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yokochini,0.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yokochini,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0
